Name,Type,Ratings,Reviews,Menu_Price,Rooms,Pax_Min,Pax_Max,Destination,Amenities_+more
khushi farm,"marriage garden / lawns, wedding farmhouses",5.0,1,350.0,6,200,300,pune,3
hotel mohan,"banquet halls, 3 star hotels with banquets",5.0,0,650.0,21,200,500,lucknow,2
star marriage hall & lawn,"banquet halls, marriage garden / lawns",5.0,0,300.0,21,100,250,lucknow,2
crowne plaza lucknow by ihg,"4 star & above wedding hotels, banquet halls",5.0,0,3500.0,110,500,700,lucknow,3
hiral marriage hall,banquet halls,5.0,0,400.0,21,250,300,lucknow,2
shri banke bihari garden,marriage garden / lawns,5.0,0,400.0,21,800,1300,lucknow,2
sri laxmi banquet,"banquet halls, venues with rooms",5.0,0,700.0,9,200,300,lucknow,3
hotel galaxy international,"banquet halls, 3 star hotels with banquets",5.0,0,350.0,30,120,150,lucknow,3
mehfil marriage hall,banquet halls,5.0,0,600.0,21,150,250,lucknow,2
bj star palace,marriage garden / lawns,5.0,0,500.0,21,750,1000,lucknow,1
mahalakshmi banquets & marriage lawn,"banquet halls, marriage garden / lawns",5.0,1,700.0,21,180,1000,lucknow,2
rajkamal palace,"banquet halls, marriage garden / lawns",5.0,0,350.0,21,250,400,lucknow,2
badri marriage lawn,marriage garden / lawns,5.0,0,25000.0,21,400,600,lucknow,3
raunak guest house & banquet hall,banquet halls,5.0,0,600.0,21,250,400,lucknow,2
vrindavan lawn,"marriage garden / lawns, wedding farmhouses",5.0,0,700.0,5,450,600,lucknow,3
hotel arma inn,"banquet halls, 3 star hotels with banquets",5.0,0,550.0,15,50,80,lucknow,2
kishanpura haveli,"marriage garden / lawns, venues with rooms",5.0,0,51000.0,10,120,200,jaipur,4
celebration garden,"banquet halls, marriage garden / lawns",5.0,0,500.0,21,200,600,jaipur,2
hotel olive greens,"banquet halls, 3 star hotels with banquets",5.0,0,500.0,19,100,150,jaipur,3
amer valley by parfait,"banquet halls, 3 star hotels with banquets",5.0,0,1500.0,28,70,150,jaipur,3
g.k. paradise,"banquet halls, marriage garden / lawns",5.0,0,450.0,21,100,1500,jaipur,2
rb paradise marriage garden,"banquet halls, marriage garden / lawns",5.0,0,300.0,21,300,700,jaipur,2
the kurki heritage,"banquet halls, small function / party halls",5.0,1,600.0,4,150,800,jaipur,4
hotel lovely inn,banquet halls,5.0,0,450.0,21,180,300,jaipur,2
cheelgadi veg restaurant & banquet,"banquet halls, marriage garden / lawns",5.0,2,450.0,21,120,800,jaipur,2
the picture box,marriage garden / lawns,5.0,0,100000.0,21,600,700,jaipur,3
r.c. dukya green marriage garden,marriage garden / lawns,5.0,0,450.0,21,450,550,jaipur,2
r.r marriage garden,"banquet halls, marriage garden / lawns",5.0,0,350.0,21,120,1300,jaipur,2
hotel c9,"banquet halls, 3 star hotels with banquets",5.0,0,550.0,20,150,250,jaipur,3
7 apple hotel,"banquet halls, marriage garden / lawns",5.0,0,750.0,60,100,450,jaipur,4
moti palace marriage garden,"banquet halls, marriage garden / lawns",5.0,1,500.0,21,200,500,jaipur,1
anand mahal marriage garden,"banquet halls, marriage garden / lawns",5.0,0,700.0,21,150,700,jaipur,2
kanota camp resort,"banquet halls, marriage garden / lawns",5.0,2,850.0,21,200,500,jaipur,2
ct ariisse village resort,"marriage garden / lawns, 3 star hotels with banquets",5.0,1,799.0,20,40,300,ncr,3
rosewood grand,"banquet halls, 3 star hotels with banquets",5.0,0,1200.0,44,180,220,ncr,3
saket cultural club,banquet halls,5.0,1,350.0,21,250,400,ncr,2
7 oath premium gardens and resorts,"banquet halls, marriage garden / lawns",5.0,2,1250.0,3,250,500,ncr,3
apsara grand banquets,banquet halls,5.0,1,575.0,21,575,675,ncr,2
the exotica grand,"banquet halls, 3 star hotels with banquets",5.0,1,1200.0,33,175,250,ncr,3
ananda banquets hall,banquet halls,5.0,2,1000.0,3,50,400,ncr,4
pahal garden,"banquet halls, marriage garden / lawns",5.0,0,600.0,2,250,300,ncr,4
legend banquets,banquet halls,4.5,2,750.0,21,300,400,ncr,2
abirami kalyana mandapam,"banquet halls, kalyana mandapams",5.0,0,500.0,15,600,800,chennai,3
park elanza,"banquet halls, 3 star hotels with banquets",5.0,0,900.0,49,350,500,chennai,3
tamra halls,banquet halls,5.0,0,400.0,21,250,400,chennai,2
s.s.mini hall and rooms,banquet halls,5.0,0,25000.0,7,300,400,chennai,4
ethiraja kalyana nilayam,banquet halls,5.0,0,300.0,21,480,800,chennai,2
the blue house,marriage garden / lawns,4.8,3,500.0,21,400,600,chennai,2
sree srinivasa sesh mahal ac,banquet halls,5.0,0,300.0,21,150,200,chennai,2
pjn mahal,banquet halls,5.0,1,450.0,21,180,300,chennai,2
chandra mahal,banquet halls,5.0,0,350.0,21,250,400,chennai,2
sri lalitha mini function hall,"banquet halls, convention / function halls",5.0,0,300.0,21,120,200,chennai,2
km mahal,banquet halls,5.0,0,300.0,21,450,700,chennai,2
sri seetha lakshmi marriage hall,banquet halls,5.0,0,500.0,21,550,750,chennai,2
s.a. marriage hall,banquet halls,5.0,0,300.0,21,180,300,chennai,2
sri bhuvaneswari kalyanamandapam,banquet halls,5.0,1,200.0,21,400,600,chennai,3
bindra's kitchen,small function / party halls,5.0,0,700.0,21,60,100,pune,2
"suvarna smruti mangal karyalaya, deccan gymkhana","banquet halls, venues with rooms",5.0,1,280.0,5,350,750,pune,3
5bhk oasis villa by jalanta stays,marriage garden / lawns,5.0,0,20000.0,5,30,60,pune,4
"snehal lawns wedding hall, pimpalner","banquet halls, marriage garden / lawns",5.0,1,450.0,21,150,300,pune,2
hotel brahma garden,banquet halls,5.0,0,400.0,9,150,250,pune,3
hotel kunal,"banquet halls, marriage garden / lawns",5.0,0,600.0,21,100,200,pune,2
the t hotels,"banquet halls, 3 star hotels with banquets",5.0,0,800.0,33,300,350,pune,3
surya lawns mangal karyalay,"banquet halls, convention / function halls",5.0,0,300.0,21,420,700,pune,2
swayamvar mangal karyalay,banquet halls,5.0,1,450.0,21,200,300,pune,2
swagatam babar banquet,banquet halls,5.0,0,500.0,21,250,400,pune,2
surya lawns,"banquet halls, 3 star hotels with banquets",5.0,1,400.0,16,800,1500,pune,3
"lotus court, pimpri-chinchwad","banquet halls, small function / party halls",5.0,1,400.0,21,40,100,pune,2
kirti banquet hall,banquet halls,5.0,0,50000.0,21,120,150,pune,3
mahesh's mansarovar,"banquet halls, small function / party halls",5.0,0,550.0,21,50,125,lucknow,2
eiffel recreation club,banquet halls,5.0,0,800.0,21,90,150,lucknow,2
parinay resorts,marriage garden / lawns,5.0,0,250.0,21,300,450,lucknow,2
sadiq lawn,marriage garden / lawns,5.0,0,700.0,21,400,600,lucknow,3
utsav hotel,banquet halls,5.0,0,450.0,21,180,300,lucknow,2
moments hotel,"banquet halls, 3 star hotels with banquets",5.0,0,800.0,22,50,400,lucknow,3
b.d. lawn,marriage garden / lawns,5.0,0,120000.0,21,450,700,lucknow,3
chander marriage hall,banquet halls,5.0,0,500.0,21,250,400,lucknow,2
hari shagun lawn,"banquet halls, marriage garden / lawns",5.0,1,900.0,21,50,500,lucknow,2
maa vindhyavasini lawn,marriage garden / lawns,5.0,0,300.0,21,600,1000,lucknow,2
ganpati marrige garden,marriage garden / lawns,5.0,0,700.0,21,450,700,jaipur,2
blackout,small function / party halls,5.0,0,600.0,21,50,120,jaipur,2
hotel shamrock inn,"marriage garden / lawns, 3 star hotels with banquets",5.0,0,650.0,24,300,450,jaipur,3
l r marriage garden,marriage garden / lawns,5.0,0,400.0,21,550,800,jaipur,2
rivaasa resort,"banquet halls, marriage garden / lawns",5.0,0,1200.0,44,100,1500,jaipur,3
hotel siddharsh heritage,"banquet halls, marriage garden / lawns",5.0,3,700.0,15,250,450,jaipur,3
laxmi palace heritage boutique hotel,"banquet halls, 3 star hotels with banquets",5.0,0,550.0,39,60,80,jaipur,3
hotel goyal palace,"banquet halls, 3 star hotels with banquets",5.0,0,450.0,51,200,300,jaipur,3
kasturi bagh,"banquet halls, convention / function halls",4.5,2,1500.0,21,200,500,jaipur,2
sawai bagh resort,"banquet halls, marriage garden / lawns",5.0,1,750.0,21,60,1500,jaipur,2
mangal manch,marriage garden / lawns,5.0,0,180000.0,21,450,700,jaipur,3
hotel aangan,"banquet halls, 3 star hotels with banquets",5.0,0,550.0,21,200,500,jaipur,2
hotel las vegas,"banquet halls, 3 star hotels with banquets",5.0,0,600.0,20,70,130,jaipur,3
hotel chhavi holidays,"3 star hotels with banquets, small function / party halls",5.0,0,350.0,13,70,100,jaipur,3
hotel amrapali tonk road,"banquet halls, marriage garden / lawns",5.0,0,650.0,35,250,1000,jaipur,3
hotel sumaditya,"banquet halls, 3 star hotels with banquets",5.0,0,600.0,11,180,300,jaipur,3
golden view resorts ,marriage garden / lawns,5.0,2,2600.0,21,250,1500,ncr,3
gulmohar grand,marriage garden / lawns,5.0,3,1200.0,21,400,1000,ncr,2
the fern residency,"banquet halls, 3 star hotels with banquets",5.0,5,1400.0,45,100,250,ncr,3
shree jee banquet,"banquet halls, convention / function halls",5.0,2,950.0,21,400,550,ncr,2
the alpha banquets,"banquet halls, 3 star hotels with banquets",5.0,1,590.0,19,100,150,ncr,4
deewan palace,"banquet halls, marriage garden / lawns",5.0,2,1200.0,21,300,1500,ncr,2
paras inn,"banquet halls, 3 star hotels with banquets",5.0,3,1250.0,36,30,150,ncr,3
the leela - a boutique farmstay,"marriage garden / lawns, wedding farmhouses",5.0,0,1000.0,6,100,500,ncr,3
grand vilas,"banquet halls, marriage garden / lawns",5.0,5,1800.0,21,400,1000,ncr,2
hotel grand tashree,"banquet halls, 3 star hotels with banquets",5.0,0,800.0,38,100,120,ncr,3
the host party lawn,"banquet halls, marriage garden / lawns",5.0,1,950.0,21,200,400,ncr,2
shiv shakti farm house,marriage garden / lawns,5.0,1,350.0,21,380,600,ncr,2
anantara banquet and conventions,"banquet halls, marriage garden / lawns",5.0,2,1500.0,6,250,2000,ncr,3
adityas subha mangala mahal,"banquet halls, 3 star hotels with banquets",5.0,0,400.0,14,700,1050,chennai,3
la woods hotel,"small function / party halls, 3 star hotels with banquets",5.0,2,700.0,34,700,800,chennai,3
m j party hall,"banquet halls, small function / party halls",5.0,0,300.0,21,100,150,chennai,2
meta convention centre,banquet halls,5.0,0,500.0,21,250,400,chennai,2
quality inn sabari,banquet halls,5.0,1,1050.0,21,420,700,chennai,2
vasantham hall,banquet halls,5.0,0,400.0,21,250,400,chennai,2
ashwini party hall,"banquet halls, small function / party halls",5.0,0,250.0,21,80,150,chennai,2
mysore mahal,banquet halls,5.0,0,350.0,21,180,300,chennai,2
rajalakshmi hall,banquet halls,5.0,0,250.0,21,500,750,chennai,2
asthika samaja marriage hall,banquet halls,5.0,0,250.0,21,450,750,chennai,2
grey suit hotel,"banquet halls, 3 star hotels with banquets",5.0,2,750.0,108,250,400,chennai,3
ramasamy kalyani thirumana mahal,banquet halls,5.0,0,600.0,21,400,600,chennai,2
rajwada the grand ballroom,"banquet halls, venues with rooms",5.0,0,1000.0,8,600,750,chennai,3
gt grande,"3 star hotels with banquets, small function / party halls",5.0,0,450.0,28,100,125,chennai,3
the casanova lounge,small function / party halls,5.0,0,600.0,21,100,150,pune,2
yashoda garden,"banquet halls, marriage garden / lawns",4.5,1,500.0,21,350,1200,pune,2
brahman mangal karyalay,"banquet halls, small function / party halls",5.0,2,200.0,21,100,150,pune,2
shashvat mini banquet hall,banquet halls,5.0,0,50000.0,2,90,150,pune,4
soyrik garden,"banquet halls, marriage garden / lawns",5.0,1,60000.0,21,120,800,pune,3
hotel aundh retreat,"3 star hotels with banquets, party restaurants / lounge bars",5.0,0,180.0,24,50,100,pune,3
"the lagoona resort, lonavala","banquet halls, wedding resorts",5.0,3,1500.0,68,50,1500,pune,3
chhavani heritage,"banquet halls, venues with rooms",5.0,0,300.0,17,150,300,pune,4
eva's party hall,banquet halls,5.0,0,350.0,21,200,300,pune,2
bhondve lawns,marriage garden / lawns,5.0,0,100000.0,21,400,500,pune,3
royal cafe,"banquet halls, small function / party halls",5.0,3,1600.0,21,50,70,lucknow,2
sangeet lawn and banquets,"banquet halls, marriage garden / lawns",5.0,0,900.0,11,650,800,lucknow,3
blue sky lawn,marriage garden / lawns,5.0,0,600.0,21,400,600,lucknow,2
hotel vishwanath,"banquet halls, 3 star hotels with banquets",5.0,0,500.0,50,70,150,lucknow,3
hotel g3,"banquet halls, 3 star hotels with banquets",5.0,0,500.0,32,100,150,lucknow,3
shalimar palace,"banquet halls, small function / party halls",5.0,0,350.0,21,80,130,lucknow,2
clay oven banquet hall,banquet halls,5.0,0,40000.0,21,150,180,lucknow,3
yashmay villa club resort & spa,"banquet halls, marriage garden / lawns",5.0,1,1500.0,19,100,300,lucknow,3
reganta central lucknow,"4 star & above wedding hotels, banquet halls",5.0,1,1500.0,67,150,200,lucknow,4
sampati lawn,marriage garden / lawns,5.0,0,600.0,21,700,1100,lucknow,2
z resort,marriage garden / lawns,5.0,0,500.0,21,400,600,lucknow,2
banana county,"marriage garden / lawns, wedding farmhouses",5.0,2,1000.0,9,800,2000,lucknow,3
vasant vihar lawn,"banquet halls, marriage garden / lawns",5.0,0,350.0,21,90,150,lucknow,2
hotel krishna palace,"banquet halls, marriage garden / lawns",5.0,2,600.0,24,300,1500,lucknow,3
hotel bandhan,banquet halls,5.0,0,250000.0,21,250,350,lucknow,3
gabbar's banquets rooms restro,"banquet halls, 3 star hotels with banquets",5.0,0,650.0,25,250,300,lucknow,4
mannat resort,"banquet halls, marriage garden / lawns",5.0,2,1600.0,22,650,1000,jaipur,3
idiot box,small function / party halls,5.0,0,350.0,21,60,100,jaipur,2
hotel royal view,"banquet halls, 3 star hotels with banquets",5.0,0,250.0,32,60,100,jaipur,3
park inn jaipur,"4 star & above wedding hotels, banquet halls",4.5,1,650.0,21,200,500,jaipur,2
hotel aam bagh & jain shikanji,"banquet halls, 3 star hotels with banquets",5.0,1,300.0,20,150,200,jaipur,3
green heavens garden,marriage garden / lawns,5.0,0,699.0,21,300,450,jaipur,2
lalbagh,marriage garden / lawns,5.0,0,1000.0,21,250,600,jaipur,2
bandhan marriage garden,"banquet halls, marriage garden / lawns",5.0,0,1200.0,2,600,1000,jaipur,4
hotel apple 9,"3 star hotels with banquets, small function / party halls",5.0,0,300.0,28,100,200,jaipur,3
hotel shalimar,"banquet halls, 3 star hotels with banquets",5.0,0,350.0,21,180,250,jaipur,3
cygnett lite grand jaipur,"4 star & above wedding hotels, banquet halls",5.0,0,650.0,33,50,180,jaipur,3
ashu hotel,"banquet halls, 3 star hotels with banquets",5.0,0,400.0,18,100,150,jaipur,3
saba haveli,"marriage garden / lawns, 3 star hotels with banquets",5.0,0,1200.0,10,50,650,jaipur,3
the bmk,"3 star hotels with banquets, destination wedding venues",4.5,4,850.0,50,850,950,ncr,3
govindam banquets dwarka,banquet halls,5.0,3,815.0,21,815,815,ncr,2
sky rich international,"banquet halls, 3 star hotels with banquets",5.0,0,500.0,24,180,300,ncr,3
four seasons banquet - by tpm,"banquet halls, convention / function halls",5.0,1,1200.0,21,400,900,ncr,2
rosellia banquets & suites,"banquet halls, small function / party halls",5.0,0,1100.0,9,75,350,ncr,3
jüsta residences-aipl joy street gurgaon,"4 star & above wedding hotels, banquet halls",5.0,0,1299.0,50,80,150,ncr,4
8 mandi hills boutique farmstay,"marriage garden / lawns, wedding farmhouses",5.0,2,1000.0,4,250,300,ncr,4
"morpho sukh vasa gurugram, india","banquet halls, 3 star hotels with banquets",5.0,0,1400.0,46,100,250,ncr,3
mahalaxmi palace,"banquet halls, 3 star hotels with banquets",5.0,4,700.0,35,700,900,ncr,3
sk wedding bells,"banquet halls, 4 star & above wedding hotels",4.7,3,1800.0,28,150,800,ncr,3
dream bells banquet,"banquet halls, convention / function halls",5.0,1,1250.0,21,400,600,ncr,2
ideal palace,"banquet halls, convention / function halls",4.5,4,800.0,21,800,1000,ncr,2
zaara banquets,"banquet halls, marriage garden / lawns",5.0,2,1300.0,21,75,160,ncr,2
ansari mahal,"banquet halls, small function / party halls",5.0,0,250.0,21,100,200,chennai,2
rr grand function hall,"banquet halls, convention / function halls",5.0,0,600.0,21,150,200,chennai,3
elite7 resorts,"marriage garden / lawns, wedding farmhouses",5.0,0,1000.0,9,750,1000,chennai,4
marhaba mini function hall,"banquet halls, convention / function halls",5.0,0,350.0,21,150,250,chennai,2
srimathi narayani ammal kalyana mandapam,"banquet halls, kalyana mandapams",5.0,1,350.0,21,400,600,chennai,2
valli thirumanana mandapam,banquet halls,5.0,0,350.0,21,350,550,chennai,2
sri varu parthasarathi palace,banquet halls,5.0,1,700.0,21,250,400,chennai,2
anand chandrasekhar mini hall,banquet halls,5.0,1,400.0,21,200,250,chennai,2
ranga thirumana mahal,"banquet halls, kalyana mandapams",5.0,0,300.0,21,350,550,chennai,2
sri gopikrishna kalyana mandapam,"banquet halls, marriage garden / lawns",5.0,0,550.0,21,200,500,chennai,3
the royalchitran,"party restaurants / lounge bars, marriage garden / lawns",5.0,0,650.0,21,200,250,chennai,3
the metroplace hotels,"banquet halls, small function / party halls",5.0,0,500.0,54,60,100,chennai,3
hotel mars,"banquet halls, 3 star hotels with banquets",5.0,0,500.0,11,500,750,chennai,3
vatsalya lawns,marriage garden / lawns,5.0,0,700.0,21,400,700,pune,2
surabhi hotel,"party restaurants / lounge bars, marriage garden / lawns",5.0,0,600.0,21,100,150,pune,2
the orange mint,banquet halls,5.0,0,500.0,21,110,170,pune,2
pooja garden mangal karyalaya,"banquet halls, marriage garden / lawns",5.0,0,400.0,21,200,800,pune,2
ajinkya lake resort,"wedding resorts, venues with rooms",5.0,1,400.0,16,500,700,pune,3
rajwansh - ranch and banquets,"banquet halls, marriage garden / lawns",5.0,0,1000.0,3,80,500,pune,3
apurvai hall,banquet halls,5.0,0,35000.0,21,80,100,pune,3
gurukrupa mangal karyalaya,banquet halls,5.0,0,350.0,21,180,300,pune,2
girivihar holiday club,"banquet halls, venues with rooms",5.0,0,650.0,10,25,150,pune,3
lakewoods retreat,"banquet halls, marriage garden / lawns",5.0,0,200.0,21,50,300,pune,2
shahi guest house,banquet halls,5.0,0,500.0,21,150,250,lucknow,2
function inn hotel,"banquet halls, 3 star hotels with banquets",5.0,0,500.0,21,250,270,lucknow,4
the mahanagar lawns,"banquet halls, marriage garden / lawns",5.0,1,180000.0,3,80,400,lucknow,4
dreamy delicacies,"banquet halls, small function / party halls",5.0,1,650.0,21,50,120,lucknow,2
capital utsav lawn,marriage garden / lawns,5.0,0,600.0,21,400,600,lucknow,3
food cottage banquet,banquet halls,5.0,0,550.0,21,120,300,lucknow,2
mannat lawn,marriage garden / lawns,5.0,0,700.0,21,600,900,lucknow,2
hotel solitaire,"banquet halls, 3 star hotels with banquets",5.0,1,1250.0,42,600,1000,lucknow,3
rnb select walk inn,"banquet halls, 3 star hotels with banquets",5.0,0,1200.0,24,45,50,lucknow,3
m. a. palace,banquet halls,5.0,0,450.0,21,150,250,lucknow,2
metropolitan club,"banquet halls, party restaurants / lounge bars",5.0,0,1250.0,21,35,50,lucknow,2
celebrations room banquets,"banquet halls, 3 star hotels with banquets",5.0,0,900.0,15,350,500,lucknow,4
veg stew restaurant,"banquet halls, small function / party halls",5.0,0,600.0,21,100,150,lucknow,2
s.a.ghazi marriage hall,banquet halls,5.0,0,400.0,21,120,300,lucknow,2
jashn by zaayka,"banquet halls, venues with rooms",4.9,5,750.0,8,200,500,lucknow,3
al-kabeer marriage lawn,marriage garden / lawns,5.0,0,800.0,21,800,1200,lucknow,2
hotel casa aishbagh,"banquet halls, marriage garden / lawns",5.0,4,1650.0,18,45,500,lucknow,3
taj marriage hall,banquet halls,5.0,0,40000.0,21,120,150,lucknow,3
satyam resort,"banquet halls, marriage garden / lawns",5.0,0,500.0,21,200,500,jaipur,2
hotel blooms and resorts,"banquet halls, marriage garden / lawns",5.0,0,500.0,22,70,200,jaipur,3
golden venue marraige garden,"banquet halls, marriage garden / lawns",5.0,1,500.0,21,250,800,jaipur,3
suryavanshi marriage garden,"banquet halls, marriage garden / lawns",5.0,0,600.0,21,700,1000,jaipur,2
komal guest house and banquet,"banquet halls, 3 star hotels with banquets",5.0,0,400.0,13,100,150,jaipur,3
desert inn,"banquet halls, marriage garden / lawns",5.0,0,400.0,21,200,700,jaipur,2
5 by oyo metropolitan,"banquet halls, marriage garden / lawns",5.0,0,2000.0,90,150,200,jaipur,3
flute boutique hotel,"banquet halls, 3 star hotels with banquets",5.0,0,650.0,28,60,100,jaipur,3
h town restro & lounge,small function / party halls,5.0,0,350.0,21,70,100,jaipur,2
khandela haveli,"banquet halls, marriage garden / lawns",5.0,0,800.0,25,50,150,jaipur,3
"the orion, jaipur","banquet halls, 3 star hotels with banquets",5.0,0,500.0,21,200,500,jaipur,2
shyam paradise marriage garden,"banquet halls, marriage garden / lawns",5.0,0,400.0,21,120,2000,jaipur,2
madan vilas,"banquet halls, marriage garden / lawns",5.0,2,1200.0,21,180,500,jaipur,2
aravali nature valley resort,"marriage garden / lawns, small function / party halls",5.0,1,700.0,21,60,100,ncr,2
shri kanhaiyalal farm,marriage garden / lawns,5.0,0,15000.0,21,70,100,ncr,2
jmd garden,marriage garden / lawns,4.5,1,950.0,21,400,800,ncr,2
le amber,"banquet halls, convention / function halls",5.0,1,2300.0,4,800,1000,ncr,3
maple garden,"banquet halls, marriage garden / lawns",5.0,3,2000.0,21,200,2000,ncr,1
taj farm & resort,marriage garden / lawns,5.0,2,70000.0,8,300,500,ncr,4
sara moments,"banquet halls, convention / function halls",5.0,1,700.0,21,400,600,ncr,2
ahuja residency mayfield garden,"banquet halls, 3 star hotels with banquets",5.0,0,1250.0,32,65,100,ncr,3
bikanervala,"banquet halls, small function / party halls",5.0,3,1050.0,1,100,250,ncr,3
pink guava hotels,3 star hotels with banquets,5.0,0,1000.0,70,50,150,ncr,3
cnc mahal,banquet halls,5.0,0,80000.0,2,200,300,chennai,4
saidai chandru mini hall a/c,"banquet halls, small function / party halls",5.0,0,650.0,21,100,150,chennai,2
madras house,"banquet halls, marriage garden / lawns",5.0,1,1350.0,8,90,800,chennai,3
bkr grand hotel,"banquet halls, 3 star hotels with banquets",5.0,1,500.0,124,80,150,chennai,3
devamirthas banquet hall,banquet halls,5.0,0,250.0,21,350,500,chennai,2
vkc mahal,banquet halls,5.0,1,500.0,21,150,200,chennai,3
suganya thirumana mandapam,banquet halls,5.0,0,400.0,21,800,1200,chennai,2
badri party hall,banquet halls,5.0,0,300.0,21,250,400,chennai,2
aarna mahal,banquet halls,5.0,2,400.0,21,210,700,chennai,3
24 convention mini hall,"banquet halls, 3 star hotels with banquets",5.0,0,300.0,12,200,300,chennai,3
hotel anushka,"banquet halls, 3 star hotels with banquets",5.0,0,350.0,12,250,400,chennai,3
mogra restaurant & banquet,banquet halls,5.0,0,1150.0,1,100,150,pune,4
bhegde lawns,"banquet halls, marriage garden / lawns",5.0,0,400.0,21,250,800,pune,2
tip-c resto lounge,small function / party halls,5.0,0,500.0,21,80,150,pune,2
trisha party hall,banquet halls,5.0,0,60000.0,21,120,150,pune,3
mauli mangal karyalay,banquet halls,5.0,0,400.0,21,150,200,pune,3
 hotel utsav,"banquet halls, marriage garden / lawns",5.0,0,550.0,24,550,550,pune,3
lekha farm,"marriage garden / lawns, venues with rooms",5.0,0,550.0,10,800,1200,pune,3
hotel centro,"3 star hotels with banquets, small function / party halls",5.0,0,800.0,62,80,120,pune,2
indradhanush resort,"marriage garden / lawns, venues with rooms",5.0,0,800.0,10,75,100,pune,3
shiv parvati lawns,marriage garden / lawns,5.0,0,300.0,21,420,700,pune,2
annancha wada,marriage garden / lawns,5.0,0,48000.0,8,500,700,pune,4
magnum opus,banquet halls,5.0,0,599.0,21,150,250,pune,2
hotel ayushmaan grand,"banquet halls, 3 star hotels with banquets",5.0,0,800.0,24,150,250,lucknow,3
fusion flavour restaurant,banquet halls,5.0,1,750.0,21,150,200,lucknow,2
gayatri palace,"banquet halls, 3 star hotels with banquets",5.0,0,550.0,18,100,150,lucknow,3
d'horizon restro & lounge,"banquet halls, small function / party halls",5.0,0,600.0,21,100,150,lucknow,2
sunshine marriage hall,banquet halls,5.0,0,400.0,21,225,350,lucknow,2
raghuveer kripa banquet,banquet halls,5.0,0,300.0,21,180,300,lucknow,2
chauhan palace,"banquet halls, marriage garden / lawns",5.0,0,600.0,21,200,500,lucknow,2
capoor & sons,small function / party halls,5.0,0,500.0,21,60,100,lucknow,2
mga lawn,banquet halls,5.0,0,500.0,21,200,300,lucknow,2
zero degree lounge & disco,"party restaurants / lounge bars, small function / party halls",5.0,0,550.0,21,35,60,lucknow,2
batham palace,"banquet halls, convention / function halls",5.0,0,300.0,21,360,600,lucknow,2
novotel lucknow gomti nagar,"4 star & above wedding hotels, banquet halls",4.7,3,2500.0,106,100,250,lucknow,3
kritika lawn & banquet,"banquet halls, marriage garden / lawns",5.0,0,899.0,21,250,800,lucknow,2
diamond palace,"banquet halls, marriage garden / lawns",5.0,0,800.0,30,100,800,lucknow,3
k. k. palace,"banquet halls, marriage garden / lawns",5.0,0,800.0,21,120,600,lucknow,2
sanborn restaurant,banquet halls,5.0,0,400.0,21,170,250,lucknow,2
baagwan marriage garden,marriage garden / lawns,5.0,1,350.0,21,800,1200,jaipur,2
hotel s-57,"banquet halls, marriage garden / lawns",5.0,0,450.0,21,200,500,jaipur,2
hotel golden manor,"banquet halls, 3 star hotels with banquets",5.0,0,1200.0,43,100,150,jaipur,3
jaipur exhibition & convention centre,"banquet halls, marriage garden / lawns",5.0,0,550000.0,21,200,500,jaipur,2
moti sarovar vivah sthal,marriage garden / lawns,5.0,0,650.0,21,350,700,jaipur,2
rani bagh marriage garden,"banquet halls, marriage garden / lawns",5.0,1,100000.0,21,250,1800,jaipur,3
murliwala wedding garden,"banquet halls, marriage garden / lawns",5.0,0,500.0,21,130,1500,jaipur,2
rk paradise,"banquet halls, marriage garden / lawns",5.0,0,500.0,21,100,1500,jaipur,2
utsav marriage hall,"banquet halls, 3 star hotels with banquets",4.8,2,800.0,50,700,1050,jaipur,3
rajasthan jat samaj sansthan,"banquet halls, marriage garden / lawns",5.0,0,400.0,21,200,1200,jaipur,2
hotel signature prime,"banquet halls, 3 star hotels with banquets",5.0,0,750.0,20,200,250,jaipur,3
gokul bagh resort and garden,marriage garden / lawns,5.0,1,550.0,21,400,600,jaipur,2
kafka,small function / party halls,5.0,0,700.0,21,30,120,jaipur,1
petals banquet hall,"banquet halls, convention / function halls",5.0,0,990.0,21,250,500,ncr,2
elegance luxury farmstay farmhouse aravali,marriage garden / lawns,5.0,0,50000.0,5,500,700,ncr,4
hotel golden tree,"banquet halls, small function / party halls",5.0,1,800.0,7,70,100,ncr,3
ashira inn,"banquet halls, 3 star hotels with banquets",5.0,0,450.0,15,30,50,ncr,4
meelu garden,"banquet halls, marriage garden / lawns",5.0,0,51000.0,21,200,500,ncr,2
sundaram palace,banquet halls,5.0,1,1000.0,21,300,400,ncr,2
skylis,marriage garden / lawns,5.0,0,1500.0,3,250,300,ncr,3
hotel swaran palace,"3 star hotels with banquets, destination wedding venues",5.0,1,650.0,42,650,700,ncr,3
elegance aravali farm,"marriage garden / lawns, wedding farmhouses",5.0,1,25000.0,4,600,1000,ncr,4
nikhil garden,marriage garden / lawns,5.0,1,1000.0,21,200,500,ncr,1
krishna villa faridabad,"banquet halls, venues with rooms",5.0,2,1400.0,2,200,300,ncr,3
limon hotel and banquet,"banquet halls, 3 star hotels with banquets",5.0,0,1000.0,40,40,150,ncr,4
hotel s & b east inn,"banquet halls, 3 star hotels with banquets",5.0,0,600.0,24,70,80,ncr,3
krishna garden,marriage garden / lawns,5.0,1,1000.0,21,800,1000,ncr,2
